"NO";"KODE BARANG";"NAMA BARANG";"SATUAN";"SALDO AWAL";"HARGA";"TOTAL"
"6e852b61-dbdf-11ec-a539-3aaaa53c3c78";"4.4.1377";"Alat suntik / ADS / Spuit 3 ml (Penanganan Covid)";"set";"";"";""
"7b2994c0-dbdf-11ec-a539-3aaaa53c3c78";"4.4.1378";"Alat suntik / ADS / Spuit 0,3 ml (Penanganan Covid)";"pcs";"";"";""
"3951f3ea-dbe0-11ec-a539-3aaaa53c3c78";"4.4.1379";"Natrium Klorida (NaCl 0,9 %) Pelarut Pfizer (Penanganan Covid)";"Ampul";"";"";""
"a987c93a-dcd1-11ec-a539-3aaaa53c3c78";"4.4.1381";"Alat suntik / ADS / Spuit 0,5  ml";"pcs";"";"";""
"f064c6ec-e08b-11ec-a539-3aaaa53c3c78";"4.4.1382";"VTM";"pcs";"";"";""
"0ff779d4-e099-11ec-a539-3aaaa53c3c78";"4.4.1383";"Rapid Antigen";"pcs";"";"";""
"0f76ebd9-d522-11ec-a539-3aaaa53c3c78";"5.1.0";"Beras mentik/pandanwangi organik";"kg";"";"";""
"4f467ba1-ad55-11eb-956f-d306a425ce97";"5.1.1";"Goody Bag";"buah";"";"";""
"4ffba844-ad55-11eb-956f-d306a425ce97";"5.1.2";"Goody Bag";"buah";"";"";""
"5f207ffa-ad55-11eb-956f-d306a425ce97";"5.1.3";"Bandeng Presto";"dus";"";"";""
"73ab0056-ad55-11eb-956f-d306a425ce97";"5.1.4";"Nugget Lele";"pack";"";"";""
"7a83921d-ad55-11eb-956f-d306a425ce97";"5.1.5";"Abon Lele";"pack";"";"";""
"bae8e1af-c4ea-11eb-956f-d306a425ce97";"5.1.6";"Bor Biopori";"buah";"";"";""
"bef30c9a-c4ea-11eb-956f-d306a425ce97";"5.1.7";"Perlengkapan Biopori";"buah";"";"";""
"c473d43a-c4ea-11eb-956f-d306a425ce97";"5.1.8";"Komposter";"buah";"";"";""
"c9cf5b7c-c4ea-11eb-956f-d306a425ce97";"5.1.9";"Penampung Air Hujan";"buah";"";"";""
"9563d05f-dd63-11eb-956f-d306a425ce97";"5.1.10";"Tempat sampah plastik sedang";"buah";"";"";""
"166cdaa2-dfa8-11eb-956f-d306a425ce97";"5.1.11";"Kegiatan Pembangunan dan Pengembangan Infrastruktur Kawasan Permukiman di Kawasan Strategis Daerah Kabupaten/Kota";"paket";"";"";""
"2afe04cb-dfa8-11eb-956f-d306a425ce97";"5.1.12";"Tagihan Pembayaran Uang Muka (30%) Kegiatan Pembangunan Talud Desa Ngargoyoso  Dusun  Tlobo Rt 01/07 (Kegiatan Pembangunan dan Pengembangan Infrastruktur Kawasan Permukiman di Kawasan Strategis Daerah Kabupaten/Kota).";"paket";"";"";""
"3264d7e8-dfa8-11eb-956f-d306a425ce97";"5.1.13";"PEMBANGUNAN TANGKI SEPTIC INDIVIDUAL";"paket";"";"";""
"36989c75-dfa8-11eb-956f-d306a425ce97";"5.1.14";"PERBAIKAN SPAM KAWASAN RAWAN AIR";"paket";"";"";""
"3a75f34e-dfa8-11eb-956f-d306a425ce97";"5.1.15";"FASILITASI PROGRAM HIBAH AIR MINUM PERDESAAN";"paket";"";"";""
"3e506c4e-dfa8-11eb-956f-d306a425ce97";"5.1.16";"KEGIATAN PENYUSUNAN RENCANA, KEBIJAKAN, STRATEGIS, DAN TEKNIS SPAM";"paket";"";"";""
"42b0cf6d-dfa8-11eb-956f-d306a425ce97";"5.1.17";"KEGIATAN PEMBANGUNAN SISTEM PENGELOLAAN AIR LIMBAH SETEMPAT ";"paket";"";"";""
"1ab40b53-e057-11eb-956f-d306a425ce97";"5.1.18";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual pada Program Air Limbah Setempat (ALS)  Kepada BKM MAJU MAKMUR Desa Kaliwuluh Kec. Kebakkramat Kab. Karanganyar";"paket";"";"";""
"228ebebc-e057-11eb-956f-d306a425ce97";"5.1.19";"Belanja ATK Kegiatan Pembangunan Talud Dsn Tlobo Desa Ngargoyoso Kec. Ngargoyoso";"paket";"";"";""
"2836be99-e057-11eb-956f-d306a425ce97";"5.1.20";"Belanja Makan Minum Kegiatan Pembangunan Talud Dsn Tlobo Desa Ngargoyoso Kec. Ngargoyoso";"paket";"";"";""
"2c73a0cf-e057-11eb-956f-d306a425ce97";"5.1.21";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP)";"paket";"";"";""
"31498f43-e057-11eb-956f-d306a425ce97";"5.1.22";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP)";"paket";"";"";""
"35c34f9c-e057-11eb-956f-d306a425ce97";"5.1.23";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP)";"paket";"";"";""
"3aec522d-e057-11eb-956f-d306a425ce97";"5.1.24";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan ( HAMP)";"paket";"";"";""
"570a8ea6-e057-11eb-956f-d306a425ce97";"5.1.25";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM JAringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP)";"paket";"";"";""
"649c45b4-e057-11eb-956f-d306a425ce97";"5.1.26";"Tagihan pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP)";"paket";"";"";""
"6edeaadb-e057-11eb-956f-d306a425ce97";"5.1.27";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan  (HAMP) Kepada BKM SEDYO MULYO Desa Suruh Kalang Kec. Jaten";"paket";"";"";""
"774f0183-e057-11eb-956f-d306a425ce97";"5.1.28";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air minum Perdesaan  (HAMP) Kepada BP SPAMS UMBUL HARJO Desa Banjarharjo Kec. Kebakkramat Karanganyar";"paket";"";"";""
"7e1036e8-e057-11eb-956f-d306a425ce97";"5.1.29";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan  (HAMP) Kepada KKM BANYU BENING Desa Menjing Kec. Jenawi";"paket";"";"";""
"847a7a7a-e057-11eb-956f-d306a425ce97";"5.1.30";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual pada Program Air Limbah Setempat (ALS) Kepada BKM Kalingga JAya Desa  Kaling Kec. Tasikmadu Kab. Karanganyar";"paket";"";"";""
"88ccb7df-e057-11eb-956f-d306a425ce97";"5.1.31";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada POKMAS PEMUGARAN RTLH  Ds. Dayu Kec. Gondangrejo Kab. Karanganyar";"paket";"";"";""
"8f3d0c32-e057-11eb-956f-d306a425ce97";"5.1.32";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada BKM BHAKTI MANUNGGAL  Kel. Delingan Kec. Karanganyar Kab. Karanganyar";"paket";"";"";""
"94a06eda-e057-11eb-956f-d306a425ce97";"5.1.33";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada BKM MANUNGGAL KARYA  Desa Kalijirak Kec. Tasikmadu Kab. Karanganyar";"paket";"";"";""
"998eff9e-e057-11eb-956f-d306a425ce97";"5.1.34";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan TAngki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada BKM ABADI Ds. Dagen Kec.  Jaten Kab. Karanganyar";"paket";"";"";""
"9e897d96-e057-11eb-956f-d306a425ce97";"5.1.35";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada BKM LESTARI MAKMUR Kel.  Gedong Kec. Karanganyar Kab. Karanganyar";"paket";"";"";""
"a3b26454-e057-11eb-956f-d306a425ce97";"5.1.36";"Tagihan Pembayaran Tahap I (50%) Kegiatan Perbaikan SPAM Jaringan Perpipaan di Kawasan Perdesaan PAMSIMAS HKP APBD Kepada KKM Kuto Bersatu Desa Kuto  Kec. Kerjo Kab. Karanganyar";"paket";"";"";""
"a8da209c-e057-11eb-956f-d306a425ce97";"5.1.37";"Tagihan Pembayaran Tahap I (50%) Kegiatan Perbaikan SPAM Jaringan Perpipaan di Kawasan Perdesaan Pamsimas HKP APBD Kepada LKM SIDO MAKMUR Desa  Genengan Kec. Jumantono Kab. Karanganyar";"paket";"";"";""
"ae5d011c-e057-11eb-956f-d306a425ce97";"5.1.38";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Setempat Kepada POKMAS PEMBANGUNAN INFRASTRUKTUR  Kel. Bejen Kec. Karanganyar";"paket";"";"";""
"b33eed53-e057-11eb-956f-d306a425ce97";"5.1.39";"Tagihan Pembayaran Tahap I (40%) Kegiatan Perbaikan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Pamsimas APBD Reguler Kepada KKM TIRTO JATI  Desa Jatisawit Kec. Jatiyoso";"paket";"";"";""
"b87b43f2-e057-11eb-956f-d306a425ce97";"5.1.40";"Tagihan Pembayaran Tahap I (40%) Kegiatan Perbaikan SPAM Jaringan Perpipaan di Kawasan Perdesaan Pamsimas APBD Reguler Kepada KKM TIRTO MULYO SEJATI  Desa Jatipurwo Kec. Jatipuro";"paket";"";"";""
"be0bac26-e057-11eb-956f-d306a425ce97";"5.1.41";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada BKM ADIL Desa Pulosari Kec. Kebakkramat ";"paket";"";"";""
"c3132697-e057-11eb-956f-d306a425ce97";"5.1.42";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada POKMAS ALS Desa Rejosari  Kec. Gondangrejo Karanganyar";"paket";"";"";""
"c841481c-e057-11eb-956f-d306a425ce97";"5.1.43";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepad BKM WONO SEMBODO Desa  Alastuwo Kec. Kebakkramat Karanganyar";"paket";"";"";""
"cd5d1280-e057-11eb-956f-d306a425ce97";"5.1.44";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual pada Program Air Limbah Setempat (ALS) Kepada BKM KENCANA MULYA Desa  Gaum Kec, Tasikmadu Karanganyar";"paket";"";"";""
"d1ea98a1-e057-11eb-956f-d306a425ce97";"5.1.45";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual pada Program Air Limbah Setempat (ALS) Kepada POKMAS MANGUNGGAL JAYA  Desa Bulurejo Kec. Gondangrejo Karanganyar";"paket";"";"";""
"d89129dc-e057-11eb-956f-d306a425ce97";"5.1.46";"Tagihan Pembayaran I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP)  Kepada BAROKAH Desa Pandeyan Kec. Tasikmadu Karanganyar";"paket";"";"";""
"dd3b09d4-e057-11eb-956f-d306a425ce97";"5.1.47";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual pada Program Air Limbah Setempat (ALS) Kepada BKM BANJARHARJO  BAROKAH Desa Banjarharjo Kec. Kebakkramat Kab. Karanganyar";"paket";"";"";""
"e20c2eeb-e057-11eb-956f-d306a425ce97";"5.1.48";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada POKMAS AIR LIMBAH  SETEMPAT Desa Krendowahono Kec. Gondangrejo Kab. Karanganyar";"paket";"";"";""
"e724fca4-e057-11eb-956f-d306a425ce97";"5.1.49";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan  (HAMP) Kepada LKM MARGO RAHAYU Desa Gumeng Kec. Jenawi";"paket";"";"";""
"ebdeabb7-e057-11eb-956f-d306a425ce97";"5.1.50";"Tagihan Pembayaran Uang Muka (30%) Pekerjaan Pembangunan Talud Sungai Perbatasan Lingkungan Beji Dengan Kelurahan Kalisoro Tawangmangu Tagihan Pembayaran Uang Muka (30%) Pekerjaan Pembangunan Talud Dukuh Jangganan Desa Kemiri Kebakkramat";"paket";"";"";""
"f32d0131-e057-11eb-956f-d306a425ce97";"5.1.51";"Tagihan Pembayaran Uang Muka (30%) Pekerjaan Pembangunan Talud Dukuh Jangganan Desa Kemiri Kebakkramat";"paket";"";"";""
"faa5e025-e057-11eb-956f-d306a425ce97";"5.1.52";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP)";"paket";"";"";""
"025bc910-e058-11eb-956f-d306a425ce97";"5.1.53";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan  (HAMP) Kepada KKM TIRTO MANUNGGAL Desa Nglebak Kec. Tawangmangu";"paket";"";"";""
"06ebc2b1-e058-11eb-956f-d306a425ce97";"5.1.54";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan  (HAMP) Kepada KKM PERMATA Desa Jumantoro Kec. Jumapolo";"paket";"";"";""
"101119a7-e058-11eb-956f-d306a425ce97";"5.1.55";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan  (HAMP) Kepada KKM TIRTO MAKMUR Desa Plumbon Kec. Tawangmangu";"paket";"";"";""
"18229b97-e058-11eb-956f-d306a425ce97";"5.1.56";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan  (HAMP) Kepada BP SPAMS TIRTA REJOSARI Desa Lemahbang Kec. Jumapolo";"paket";"";"";""
"23e30f96-e058-11eb-956f-d306a425ce97";"5.1.57";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan  (HAMP) Kepada KKM TIRTA MANIS Desa Anggrasmanis Kec. Jenawi Karanganyar";"paket";"";"";""
"2ad9c4c1-e058-11eb-956f-d306a425ce97";"5.1.58";"Tagihan Pembayaran Tahap I (40%) Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada POKMAS AIR LIMBAH  SETEMPAT Desa Jeruksawit Kec. Gondangrejo Karanganyar";"paket";"";"";""
"2cffdef3-e058-11eb-956f-d306a425ce97";"5.1.59";"Tagihan Pembayaran Tahap I (40%) Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan  (HAMP) Kepada KKM UPAYA TIRTA Desa Tunggulrejo Kec. Jumantono";"paket";"";"";""
"d81cb52e-e2d4-11eb-956f-d306a425ce97";"5.1.60";"Kegiatan Pembangunan Talud Desa Ngargoyoso Dusun  Tlobo Rt 01/07";"paket";"";"";""
"dd1c0d7a-e2d4-11eb-956f-d306a425ce97";"5.1.61";"Pembangunan Talud Sungai Perbatasan Lingkungan Beji Dengan Kelurahan Kalisoro Tawangmangu";"paket";"";"";""
"e2a1d722-e2d4-11eb-956f-d306a425ce97";"5.1.62";"Pembangunan Talud Dukuh Jangganan Desa Kemiri Kebakkramat";"paket";"";"";""
"1d1e0477-e2da-11eb-956f-d306a425ce97";"5.1.63";" Kegiatan Pembangunan Tangki Septic Individual pada Program Air Limbah Setempat (ALS) Kepada BKM MAJU MAKMUR Desa Kaliwuluh Kec. Kebakkramat Kab. Karanganyar";"paket";"";"";""
"217603d0-e2da-11eb-956f-d306a425ce97";"5.1.64";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada BKM BAROKAH Desa Brujul Kecamatan Jaten";"paket";"";"";""
"25d32ef1-e2da-11eb-956f-d306a425ce97";"5.1.65";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada BKM KALINGGA JAYA Desa Kaling Kecamatan Tasikmadu";"paket";"";"";""
"29fba9ac-e2da-11eb-956f-d306a425ce97";"5.1.66";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada KKM WONOTIRTO Desa Wonorejo Kecamatan Gondangrejo";"paket";"";"";""
"2e1f69fd-e2da-11eb-956f-d306a425ce97";"5.1.67";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan ( HAMP) Kepada BKM MAJU MAKMUR Desa Kaliwuluh Kecamatan Kebakkramat";"paket";"";"";""
"332baae0-e2da-11eb-956f-d306a425ce97";"5.1.68";" Kegiatan Peningkatan SPAM JAringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada KPSPAMS TIRTO MULYO  Desa Sedayu Kecamatan Jumantono";"paket";"";"";""
"36617b95-e2da-11eb-956f-d306a425ce97";"5.1.69";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada KKM TIRTO MULYO Desa Karangturi Kecamatan Gondangrejo";"paket";"";"";""
"3b04fc20-e2da-11eb-956f-d306a425ce97";"5.1.70";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada BKM SEDYO MULYO Desa Suruh Kalang Kec. Jaten";"paket";"";"";""
"414045ae-e2da-11eb-956f-d306a425ce97";"5.1.71";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air minum Perdesaan (HAMP) Kepada BP SPAMS UMBUL HARJO Desa Banjarharjo Kec. Kebakkramat Karanganyar";"paket";"";"";""
"44e1d023-e2da-11eb-956f-d306a425ce97";"5.1.72";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada KKM BANYU BENING Desa Menjing Kec. Jenawi";"paket";"";"";""
"488a1355-e2da-11eb-956f-d306a425ce97";"5.1.73";" Kegiatan Pembangunan Tangki Septic Individual pada Program Air Limbah Setempat (ALS) Kepada BKM Kalingga JAya Desa Kaling Kec. Tasikmadu Kab. Karanganyar";"paket";"";"";""
"4e863580-e2da-11eb-956f-d306a425ce97";"5.1.74";" Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada POKMAS PEMUGARAN RTLH Ds. Dayu Kec. Gondangrejo Kab. Karanganyar";"paket";"";"";""
"517f7853-e2da-11eb-956f-d306a425ce97";"5.1.75";" Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada BKM BHAKTI MANUNGGAL Kel. Delingan Kec. Karanganyar Kab. Karanganyar";"paket";"";"";""
"54d7d4a2-e2da-11eb-956f-d306a425ce97";"5.1.76";" Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada BKM MANUNGGAL KARYA Desa Kalijirak Kec. Tasikmadu Kab. Karanganyar";"paket";"";"";""
"5ba6ff98-e2da-11eb-956f-d306a425ce97";"5.1.77";" Kegiatan Pembangunan TAngki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada BKM ABADI Ds. Dagen Kec. Jaten Kab. Karanganyar";"paket";"";"";""
"5ecc34e1-e2da-11eb-956f-d306a425ce97";"5.1.78";" Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada BKM LESTARI MAKMUR Kel. Gedong Kec. Karanganyar Kab. Karanganyar";"paket";"";"";""
"6574c064-e2da-11eb-956f-d306a425ce97";"5.1.79";"Tagihan Pembayaran Tahap I (50%) Kegiatan Perbaikan SPAM Jaringan Perpipaan di Kawasan Perdesaan PAMSIMAS HKP APBD Kepada KKM Kuto Bersatu Desa Kuto Kec. Kerjo Kab. Karanganyar";"paket";"";"";""
"6bea6496-e2da-11eb-956f-d306a425ce97";"5.1.80";"Tagihan Pembayaran Tahap I (50%) Kegiatan Perbaikan SPAM Jaringan Perpipaan di Kawasan Perdesaan Pamsimas HKP APBD Kepada LKM SIDO MAKMUR Desa Genengan Kec. Jumantono Kab. Karanganyar";"paket";"";"";""
"82bfeaf6-e2da-11eb-956f-d306a425ce97";"5.1.81";" Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Setempat Kepada POKMAS PEMBANGUNAN INFRASTRUKTUR Kel. Bejen Kec. Karanganyar";"paket";"";"";""
"85899082-e2da-11eb-956f-d306a425ce97";"5.1.82";" Kegiatan Perbaikan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Pamsimas APBD Reguler Kepada KKM TIRTO JATI Desa Jatisawit Kec. Jatiyoso";"paket";"";"";""
"892939c7-e2da-11eb-956f-d306a425ce97";"5.1.83";" Kegiatan Perbaikan SPAM Jaringan Perpipaan di Kawasan Perdesaan Pamsimas APBD Reguler Kepada KKM TIRTO MULYO SEJATI Desa Jatipurwo Kec. Jatipuro";"paket";"";"";""
"8ca7e57f-e2da-11eb-956f-d306a425ce97";"5.1.84";" Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada BKM ADIL Desa Pulosari Kec. Kebakkramat";"paket";"";"";""
"903201ef-e2da-11eb-956f-d306a425ce97";"5.1.85";" Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada POKMAS ALS Desa Rejosari Kec. Gondangrejo Karanganyar";"paket";"";"";""
"945011bb-e2da-11eb-956f-d306a425ce97";"5.1.86";" Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepad BKM WONO SEMBODO Desa Alastuwo Kec. Kebakkramat Karanganyar";"paket";"";"";""
"97ac4205-e2da-11eb-956f-d306a425ce97";"5.1.87";" Kegiatan Pembangunan Tangki Septic Individual pada Program Air Limbah Setempat (ALS) Kepada BKM KENCANA MULYA Desa Gaum Kec, Tasikmadu Karanganyar";"paket";"";"";""
"9b4e6ff8-e2da-11eb-956f-d306a425ce97";"5.1.88";" Kegiatan Pembangunan Tangki Septic Individual pada Program Air Limbah Setempat (ALS) Kepada POKMAS MANGUNGGAL JAYA Desa Bulurejo Kec. Gondangrejo Karanganyar";"paket";"";"";""
"9f5a0aa9-e2da-11eb-956f-d306a425ce97";"5.1.89";"Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada BAROKAH Desa Pandeyan Kec. Tasikmadu Karanganyar";"paket";"";"";""
"a485a4fb-e2da-11eb-956f-d306a425ce97";"5.1.90";" Kegiatan Pembangunan Tangki Septic Individual pada Program Air Limbah Setempat (ALS) Kepada BKM BANJARHARJO BAROKAH Desa Banjarharjo Kec. Kebakkramat Kab. Karanganyar";"paket";"";"";""
"a5faa0e1-e2da-11eb-956f-d306a425ce97";"5.1.91";" Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada POKMAS AIR LIMBAH SETEMPAT Desa Krendowahono Kec. Gondangrejo Kab. Karanganyar";"paket";"";"";""
"ac0465cf-e2da-11eb-956f-d306a425ce97";"5.1.92";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada LKM MARGO RAHAYU Desa Gumeng Kec. Jenawi";"paket";"";"";""
"bfcbef7f-e2da-11eb-956f-d306a425ce97";"5.1.93";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada KKM RUKUN Desa Plesungan Kecamatan Gondangrejo";"paket";"";"";""
"c361b133-e2da-11eb-956f-d306a425ce97";"5.1.94";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada KKM TIRTO MANUNGGAL Desa Nglebak Kec. Tawangmangu";"paket";"";"";""
"c69eafa0-e2da-11eb-956f-d306a425ce97";"5.1.95";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada KKM PERMATA Desa Jumantoro Kec. Jumapolo";"paket";"";"";""
"ca262a1d-e2da-11eb-956f-d306a425ce97";"5.1.96";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada KKM TIRTO MAKMUR Desa Plumbon Kec. Tawangmangu";"paket";"";"";""
"ce15b232-e2da-11eb-956f-d306a425ce97";"5.1.97";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada BP SPAMS TIRTA REJOSARI Desa Lemahbang Kec. Jumapolo";"paket";"";"";""
"d17962a4-e2da-11eb-956f-d306a425ce97";"5.1.98";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada KKM TIRTA MANIS Desa Anggrasmanis Kec. Jenawi Karanganyar";"paket";"";"";""
"d8bfe597-e2da-11eb-956f-d306a425ce97";"5.1.99";" Kegiatan Pembangunan Tangki Septic Individual Pada Program Air Limbah Setempat (ALS) Kepada POKMAS AIR LIMBAH SETEMPAT Desa Jeruksawit Kec. Gondangrejo Karanganyar";"paket";"";"";""
"dcefc189-e2da-11eb-956f-d306a425ce97";"5.1.100";" Kegiatan Peningkatan SPAM Jaringan Perpipaan di Kawasan Perdesaan pada Fasilitasi Program Hibah Air Minum Perdesaan (HAMP) Kepada KKM UPAYA TIRTA Desa Tunggulrejo Kec. Jumantono";"paket";"";"";""
